PolicyNumber,TotalPremium
TXFB-200396,706.34
TXFB-200397,1586.17
TXFB-200398,3306.15
TXFB-200399,3087.77
TXFB-200400,1356.63
TXFB-200401,971.18
TXFB-200402,1847.26
TXFB-200403,1567.49
TXFB-200404,2546.68
TXFB-200405,3399.3
TXFB-200406,1589.0
TXFB-200407,686.67
TXFB-200408,3192.84
TXFB-200409,613.85
TXFB-200410,3358.3
TXFB-200411,2493.74
TXFB-200412,3325.07
TXFB-200413,1098.98
TXFB-200414,622.1
TXFB-200415,1964.63
TXFB-200416,1851.87
TXFB-200417,1494.48
TXFB-200418,3372.97
TXFB-200419,2967.75
TXFB-200420,2484.75
TXFB-200421,988.57
TXFB-200422,2702.97
TXFB-200423,2681.04
TXFB-200424,1775.2
TXFB-200425,3274.36
TXFB-200426,1000.93
TXFB-200427,1302.01
TXFB-200428,689.67
TXFB-200429,2886.35
TXFB-200430,2365.28
TXFB-200431,1444.82
TXFB-200432,991.44
TXFB-200433,620.44
TXFB-200434,1000.24
TXFB-200435,1859.85
TXFB-200436,1241.53
TXFB-200437,1276.95
TXFB-200438,3126.73
TXFB-200439,2045.41
TXFB-200440,2687.76
TXFB-200441,607.13
TXFB-200442,1595.49
TXFB-200443,1937.51
TXFB-200444,1059.25
TXFB-200445,860.57
TXFB-200446,3110.91
TXFB-200447,3318.29
TXFB-200448,736.42
TXFB-200449,1547.06
TXFB-200450,3374.86
TXFB-200451,749.49
TXFB-200452,2430.92
TXFB-200453,3416.66
TXFB-200454,3434.67
TXFB-200455,1913.67
TXFB-200456,988.25
TXFB-200457,1106.25
TXFB-200458,3168.8
TXFB-200459,3235.05
TXFB-200460,2323.64
TXFB-200461,2798.53
TXFB-200462,2719.79
TXFB-200463,2485.46
TXFB-200464,2981.83
TXFB-200465,2556.22
TXFB-200466,2102.01
TXFB-200467,1210.87
TXFB-200468,2731.66
TXFB-200469,1920.31
TXFB-200470,1384.38
TXFB-200471,2905.84
TXFB-200472,2590.14
TXFB-200473,3312.02
TXFB-200474,996.32
TXFB-200475,2447.57
TXFB-200476,1232.72
TXFB-200477,3210.75
TXFB-200478,798.5
TXFB-200479,2468.49
TXFB-200480,2873.26
TXFB-200481,1564.75
TXFB-200482,3362.41
TXFB-200483,3052.19
TXFB-200484,1383.85
TXFB-200485,522.62
TXFB-200486,1389.97
TXFB-200487,1266.6810706488216
TXFB-200488,3169.89
TXFB-200489,3401.36
TXFB-200490,711.32
TXFB-200491,1913.88
TXFB-200492,2145.0
TXFB-200493,778.73
TXFB-200494,1632.49
TXFB-200495,1451.25
TXFB-200496,2108.17
TXFB-200497,2483.57
TXFB-200498,2610.46
TXFB-200499,910.27
TXFB-200500,2938.84
TXFB-200501,2535.63
TXFB-200502,3167.22
TXFB-200503,1848.01
TXFB-200504,3181.67
TXFB-200505,3097.32
TXFB-200506,1815.23
TXFB-200507,1643.43
TXFB-200508,3298.44
TXFB-200509,2645.49
TXFB-200510,3284.74
TXFB-200511,2890.92
TXFB-200512,2327.89
TXFB-200513,847.56
TXFB-200514,1374.44
TXFB-200515,3406.53
TXFB-200516,1458.27
TXFB-200517,779.76
TXFB-200518,2622.66
TXFB-200519,2702.01
TXFB-200520,1356.37
TXFB-200521,1393.02
TXFB-200522,1906.68
TXFB-200523,565.37
TXFB-200524,2867.97
TXFB-200525,1451.27
TXFB-200526,3061.29
TXFB-200527,2907.89
TXFB-200528,2484.21
TXFB-200529,1474.62
TXFB-200530,2048.95
TXFB-200531,1834.49
TXFB-200532,1516.65
TXFB-200533,3044.41
TXFB-200534,1950.52
TXFB-200535,2998.17
TXFB-200536,815.66
TXFB-200537,923.07
TXFB-200538,3431.96
TXFB-200539,2263.31
TXFB-200540,2029.31
TXFB-200541,2069.47
TXFB-200542,1145.81
TXFB-200543,2656.11
TXFB-200544,754.34
TXFB-200545,2219.97
TXFB-200546,2212.31
TXFB-200547,3242.57
TXFB-200548,2078.55
TXFB-200549,911.19
TXFB-200550,2218.26
TXFB-200551,773.98
TXFB-200552,1111.38
TXFB-200553,593.33
TXFB-200554,2039.88
TXFB-200555,753.6
TXFB-200556,1908.18
TXFB-200557,3298.84
TXFB-200558,2659.28
TXFB-200559,732.24
TXFB-200560,1172.63
TXFB-200561,2520.99
TXFB-200562,3184.11
TXFB-200563,598.76
TXFB-200564,2937.35
TXFB-200565,2185.44
TXFB-200566,2138.27
TXFB-200567,3373.44
TXFB-200568,2742.93
TXFB-200569,3050.36
TXFB-200570,1561.99
TXFB-200571,2163.09
TXFB-200572,2346.22
TXFB-200573,1464.75
TXFB-200574,2210.74
TXFB-200575,1209.97
TXFB-200576,930.13
TXFB-200577,1621.91
TXFB-200578,2717.87
TXFB-200579,3248.56
TXFB-200580,1873.14
TXFB-200581,2428.47
TXFB-200582,809.11
TXFB-200583,3213.39
TXFB-200584,2205.81
TXFB-200585,2841.01
TXFB-200586,2883.32
TXFB-200587,1269.44
TXFB-200588,2087.52
TXFB-200589,3381.44
TXFB-200590,768.9
TXFB-200591,2454.364420073208
TXFB-200592,3386.79
TXFB-200593,1401.73
TXFB-200594,3084.34
TXFB-200595,3300.97
TXFB-200596,2741.26
TXFB-200597,1193.98
TXFB-200598,1502.0
TXFB-200599,607.43
TXFB-200600,2994.36
TXFB-200601,3048.83
TXFB-200602,2398.13
TXFB-200603,1557.58
TXFB-200604,730.43
TXFB-200605,2759.17
TXFB-200606,2679.58
TXFB-200607,3237.81
TXFB-200608,2691.6
TXFB-200609,2986.08
TXFB-200610,2737.86
TXFB-200611,2392.06
TXFB-200612,1780.9
TXFB-200613,3206.35
TXFB-200614,2452.91
TXFB-200615,1695.07
TXFB-200616,750.41
TXFB-200617,1372.11
TXFB-200618,2131.18
TXFB-200619,1326.91
TXFB-200620,1163.71
TXFB-200621,2082.18
TXFB-200622,1009.46
TXFB-200623,2901.23
TXFB-200624,1953.1
TXFB-200625,2221.59
TXFB-200626,942.15
TXFB-200627,1473.73
TXFB-200628,1730.27
TXFB-200629,2924.64
TXFB-200630,2810.48
TXFB-200631,1168.93
TXFB-200632,2348.54
TXFB-200633,1230.37
TXFB-200634,3464.74
TXFB-200635,3356.37
TXFB-200636,2189.79
TXFB-200637,2596.71
TXFB-200638,2904.29
TXFB-200639,2663.0
TXFB-200640,2599.49
TXFB-200641,3375.66
TXFB-200642,2289.37
TXFB-200643,2408.91
TXFB-200644,3047.81
TXFB-200645,2509.67
TXFB-200646,2698.8
TXFB-200647,1202.51
TXFB-200648,1613.8
TXFB-200649,941.9
TXFB-200650,2017.3
TXFB-200651,1867.18
TXFB-200652,3491.49
TXFB-200653,2333.63
TXFB-200654,2859.33
TXFB-200655,1502.04
TXFB-200656,2994.64
TXFB-200657,2345.25
TXFB-200658,2590.98
TXFB-200659,1383.29
TXFB-200660,2145.92
TXFB-200661,2402.11
TXFB-200662,2267.28
TXFB-200663,3245.58
TXFB-200664,3194.82
TXFB-200665,3412.95
TXFB-200666,2502.28
TXFB-200667,3415.74
TXFB-200668,2997.43
TXFB-200669,1312.5
TXFB-200670,1782.31
TXFB-200671,1215.18
TXFB-200672,512.59
TXFB-200673,1064.15
TXFB-200674,512.18
TXFB-200675,2659.52
TXFB-200676,1776.6
TXFB-200677,1437.72
TXFB-200678,2785.16
TXFB-200679,2997.46
TXFB-200680,3425.9
TXFB-200681,2426.04
TXFB-200682,1884.59
TXFB-200683,1415.79
TXFB-200684,1166.95
TXFB-200685,1138.78
TXFB-200686,1727.57
TXFB-200687,3475.36
TXFB-200688,502.56
TXFB-200689,1091.62
TXFB-200690,1065.18
TXFB-200691,2651.36
TXFB-200692,1557.45
TXFB-200693,1871.78
TXFB-200694,945.87
TXFB-200695,1714.99
TXFB-200696,809.6
TXFB-200697,2099.13
TXFB-200698,757.0738823995977
TXFB-200699,2871.53
TXFB-200700,2199.81
TXFB-200701,2671.9
TXFB-200702,1755.55
TXFB-200703,1644.47
TXFB-200704,794.63
TXFB-200705,2071.57
TXFB-200706,2043.51
TXFB-200707,1904.31
TXFB-200708,2721.56
TXFB-200709,2997.51
TXFB-200710,2752.37
TXFB-200711,931.6
TXFB-200712,2366.18
TXFB-200713,740.97
TXFB-200714,2583.87
TXFB-200715,1645.52
TXFB-200716,860.0410445814258
TXFB-200717,3086.15
TXFB-200718,2342.03
TXFB-200719,1564.17
TXFB-200720,592.18
TXFB-200721,2111.93
TXFB-200722,3269.68
TXFB-200723,2289.14
TXFB-200724,3414.95
TXFB-200725,909.35
TXFB-200726,2204.92
TXFB-200727,2894.38
TXFB-200728,2076.62
TXFB-200729,773.2
TXFB-200730,2248.66
TXFB-200731,2335.21
TXFB-200732,2686.13
TXFB-200733,2783.63
TXFB-200734,2812.32
TXFB-200735,2490.33
TXFB-200736,1147.43
TXFB-200737,1712.71
TXFB-200738,2828.39
TXFB-200739,3360.28
TXFB-200740,736.84
TXFB-200741,2025.1718779850605
TXFB-200742,1437.57
TXFB-200743,1119.887111288053
TXFB-200744,2017.43
TXFB-200745,2318.27
TXFB-200746,529.32
TXFB-200747,2840.62
TXFB-200748,2959.65
TXFB-200749,3396.53
TXFB-200750,1041.93
TXFB-200751,2283.66
TXFB-200752,1779.88
TXFB-200753,1504.48
TXFB-200754,2196.9
TXFB-200755,2847.15
TXFB-200756,569.16
TXFB-200757,3408.2
TXFB-200758,2929.64
TXFB-200759,2753.46
TXFB-200760,2781.16
TXFB-200761,1582.047930120551
TXFB-200762,2754.86
TXFB-200763,1660.31
TXFB-200764,3196.12
TXFB-200765,1031.67
TXFB-200766,1377.04
TXFB-200767,2154.01
TXFB-200768,1457.63
TXFB-200769,1772.71
TXFB-200770,1977.27
TXFB-200771,3069.06
TXFB-200772,2069.58
TXFB-200773,1587.38
TXFB-200774,1243.21
TXFB-200775,1726.03
TXFB-200776,2047.21
TXFB-200777,2738.34
TXFB-200778,863.15
TXFB-200779,1164.83
TXFB-200780,1638.96
TXFB-200781,1581.2
TXFB-200782,1675.24
TXFB-200783,2880.56
TXFB-200784,1472.46
TXFB-200785,2005.69
TXFB-200786,2371.72
TXFB-200787,1196.54
TXFB-200788,2656.09
TXFB-200789,2141.33
TXFB-200790,1840.34
TXFB-200791,2929.35
TXFB-200792,1230.49
TXFB-200793,3149.53
TXFB-200794,2183.15
TXFB-200795,2327.52
TXFB-200796,3125.18
TXFB-200797,2952.75
TXFB-200798,2304.69
TXFB-200799,2759.56
TXFB-200800,1799.96
TXFB-200801,2142.13
TXFB-200802,686.21
TXFB-200803,689.9929902596206
TXFB-200804,2988.28
TXFB-200805,679.01
TXFB-200806,1008.2
TXFB-200807,2887.5
TXFB-200808,503.44
TXFB-200809,1347.21
TXFB-200810,2252.12
TXFB-200811,2286.35
TXFB-200812,2831.46
TXFB-200813,2017.78
TXFB-200814,2028.21
TXFB-200815,2675.93
TXFB-200816,1995.87
TXFB-200817,2325.47
TXFB-200818,3193.32
TXFB-200819,1704.35
TXFB-200820,1655.38
TXFB-200821,510.65
TXFB-200822,2340.28
TXFB-200823,589.32
TXFB-200824,2012.45
TXFB-200825,2912.7
TXFB-200826,2149.76
TXFB-200827,1308.91
TXFB-200828,2858.51
TXFB-200829,1309.15
TXFB-200830,2699.1
TXFB-200831,2330.78
TXFB-200832,1009.99
TXFB-200833,3215.4
TXFB-200834,1101.93
TXFB-200835,3468.76
TXFB-200836,521.93
TXFB-200837,1290.45
TXFB-200838,1099.58
TXFB-200839,541.98
TXFB-200840,2697.1
TXFB-200841,2580.28
TXFB-200842,2877.05
TXFB-200843,1270.1
TXFB-200844,1833.01
TXFB-200845,2477.34
TXFB-200846,1819.31
TXFB-200847,2591.98
TXFB-200848,2401.92
TXFB-200849,843.94
TXFB-200850,2843.13
TXFB-200851,2662.03
TXFB-200852,2467.5
TXFB-200853,965.28
TXFB-200854,1303.99
TXFB-200855,1679.53
TXFB-200856,1339.79
TXFB-200857,1183.43
TXFB-200858,2916.07
TXFB-200859,2414.7
TXFB-200860,2196.42
TXFB-200861,1177.86
TXFB-200862,3254.23
TXFB-200863,1010.0381546580462
TXFB-200864,2884.85
TXFB-200865,3400.02
TXFB-200866,2681.28
TXFB-200867,3478.58
TXFB-200868,2453.15
TXFB-200869,1152.38
TXFB-200870,1111.46
TXFB-200871,1473.69
TXFB-200872,521.39
TXFB-200873,2545.1
TXFB-200874,1306.0
TXFB-200875,2945.55
TXFB-200876,1577.52
TXFB-200877,1939.87
TXFB-200878,3397.07
TXFB-200879,1214.0031825868352
TXFB-200880,2663.76
TXFB-200881,2765.35
TXFB-200882,1162.99
TXFB-200883,2002.99
TXFB-200884,1550.61
TXFB-200885,2815.72
TXFB-200886,2367.45
TXFB-200887,1927.95
TXFB-200888,2838.09
TXFB-200889,1205.47
TXFB-200890,2760.87
TXFB-200891,3096.12
TXFB-200892,3135.86
TXFB-200893,2851.02
TXFB-200894,1724.04
TXFB-200895,3445.42
TXFB-200896,1638.78
TXFB-200897,2415.88
TXFB-200898,983.22
TXFB-200899,3441.35
TXFB-200900,2611.96
TXFB-200901,2760.13
TXFB-200902,697.33
TXFB-200903,2790.25
TXFB-200904,2824.17
TXFB-200905,2515.32
TXFB-200906,1375.73
TXFB-200907,1969.07
TXFB-200908,831.3
TXFB-200909,1914.76
TXFB-200910,1231.47
TXFB-200911,1547.29
TXFB-200912,987.8
TXFB-200913,1190.16
TXFB-200914,729.71
TXFB-200915,3259.7
TXFB-200916,2091.23
TXFB-200917,1690.23
TXFB-200918,2105.09
TXFB-200919,2384.88
TXFB-200920,3265.64
TXFB-200921,1036.08
TXFB-200922,1386.66
TXFB-200923,3427.37
TXFB-200924,1613.58
TXFB-200925,567.68
TXFB-200926,942.93
TXFB-200927,579.02
TXFB-200928,3469.77
TXFB-200929,1336.61
TXFB-200930,3270.63
TXFB-200931,3487.66
TXFB-200932,2299.52
TXFB-200933,599.59
TXFB-200934,744.77
TXFB-200935,1944.77
TXFB-200936,1718.52
TXFB-200937,2318.53
TXFB-200938,1816.54
TXFB-200939,3302.23
TXFB-200940,2104.22
TXFB-200941,2581.18
TXFB-200942,3189.46
TXFB-200943,940.62
TXFB-200944,1189.2
TXFB-200945,821.96
TXFB-200946,856.8976932007457
TXFB-200947,2037.75
TXFB-200948,1463.54
TXFB-200949,1769.52
TXFB-200950,3447.47
TXFB-200951,970.11
TXFB-200952,2122.44
TXFB-200953,796.61
TXFB-200954,1375.8014900823816
TXFB-200955,2082.58
TXFB-200956,3339.9
TXFB-200957,1673.68
TXFB-200958,694.72
TXFB-200959,1664.48
TXFB-200960,937.22
TXFB-200961,1189.97
TXFB-200962,2354.27
TXFB-200963,702.27
TXFB-200964,1894.17
TXFB-200965,2328.38
TXFB-200966,1765.58
TXFB-200967,557.38
TXFB-200968,3456.56
TXFB-200969,1601.35
TXFB-200970,2835.73
TXFB-200971,1476.94
TXFB-200972,1925.05
TXFB-200973,1665.39
TXFB-200974,1527.62
TXFB-200975,565.55
TXFB-200976,1580.06
TXFB-200977,3168.47
TXFB-200978,2571.18
TXFB-200979,936.27
TXFB-200980,2273.47
TXFB-200981,3176.69
TXFB-200982,2600.1
TXFB-200983,946.05
TXFB-200984,3103.5
TXFB-200985,1404.63
TXFB-200986,1862.23
TXFB-200987,2078.43
TXFB-200988,3051.52
TXFB-200989,3294.82
TXFB-200990,3288.96
TXFB-200991,523.86
TXFB-200992,3265.67
TXFB-200993,663.16
TXFB-200994,1297.32
TXFB-200995,2044.96
TXFB-200996,1926.1945102940965
TXFB-200997,2314.13
TXFB-200998,1938.34
TXFB-200999,3303.13
TXFB-201000,1221.65
TXFB-201001,1322.07
TXFB-201002,3262.21
TXFB-201003,730.22
TXFB-201004,2328.68
TXFB-201005,2545.21
TXFB-201006,2016.63
TXFB-201007,2582.7
TXFB-201008,1018.26
TXFB-201009,3057.9
TXFB-201010,920.08
TXFB-201011,1702.44
TXFB-201012,725.77
TXFB-201013,2135.63
TXFB-201014,2509.24
TXFB-201015,3323.66
TXFB-201016,2718.01
TXFB-201017,2123.31
TXFB-201018,3297.85
TXFB-201019,1935.31
TXFB-201020,2183.62
TXFB-201021,2288.3
TXFB-201022,1729.94
TXFB-201023,3015.45
TXFB-201024,1055.53
TXFB-201025,2164.53
TXFB-201026,2666.7
TXFB-201027,3211.93
TXFB-201028,3151.76
TXFB-201029,2026.22
TXFB-201030,2429.48
TXFB-201031,1661.5763058669438
TXFB-201032,1904.53
TXFB-201033,3218.8
TXFB-201034,3292.11
TXFB-201035,3186.24
TXFB-201036,915.11
TXFB-201037,3050.25
TXFB-201038,3345.09
TXFB-201039,1583.75
TXFB-201040,2055.94
TXFB-201041,2837.29
TXFB-201042,2186.23
TXFB-201043,3480.45
TXFB-201044,1867.14
TXFB-201045,2641.83
TXFB-201046,2877.77
TXFB-201047,1982.3
TXFB-201048,3070.95
TXFB-201049,2079.3037496830757
TXFB-201050,1734.95
TXFB-201051,823.47
TXFB-201052,1680.24
TXFB-201053,2701.81
TXFB-201054,3263.86
TXFB-201055,1255.04
TXFB-201056,1565.71
TXFB-201057,961.88
TXFB-201058,2572.17
TXFB-201059,3380.57
TXFB-201060,2422.86
TXFB-201061,2351.23
TXFB-201062,2160.47
TXFB-201063,765.37
TXFB-201064,2688.51
TXFB-201065,2234.3358656180962
TXFB-201066,2484.43
TXFB-201067,3196.43
TXFB-201068,2814.8154607798956
TXFB-201069,2842.75
TXFB-201070,3281.55
TXFB-201071,3469.8
TXFB-201072,2243.85
TXFB-201073,826.64
TXFB-201074,1877.39
TXFB-201075,2862.8
TXFB-201076,583.18
TXFB-201077,670.66
TXFB-201078,701.47
TXFB-201079,2693.11
TXFB-201080,2003.5
TXFB-201081,1606.69
TXFB-201082,816.85
TXFB-201083,2696.72
TXFB-201084,1463.06
TXFB-201085,1295.97
TXFB-201086,2456.96
TXFB-201087,2177.03
TXFB-201088,1587.23
TXFB-201089,2424.46
TXFB-201090,1313.66
TXFB-201091,2884.49
TXFB-201092,1187.96
TXFB-201093,976.51
TXFB-201094,2847.32
TXFB-201095,2623.68
TXFB-201096,1047.92
TXFB-201097,848.74
TXFB-201098,3015.2
TXFB-201099,2829.8
TXFB-201100,1481.77
TXFB-201101,2474.59
TXFB-201102,872.48
TXFB-201103,2021.14
TXFB-201104,556.19
TXFB-201105,1674.81
TXFB-201106,724.53
TXFB-201107,1925.44
TXFB-201108,1765.04
TXFB-201109,1833.16
TXFB-201110,635.99
TXFB-201111,1584.85
TXFB-201112,2769.45
TXFB-201113,1606.74
TXFB-201114,2645.52
TXFB-201115,1608.44
TXFB-201116,1769.72
TXFB-201117,2175.067377018879
TXFB-201118,3352.05
TXFB-201119,826.58
TXFB-201120,598.74
TXFB-201121,2323.87
TXFB-201122,3347.29
TXFB-201123,3469.17
TXFB-201124,1952.49
TXFB-201125,1904.24
TXFB-201126,2434.89
TXFB-201127,2166.9
TXFB-201128,2309.317640848796
TXFB-201129,3122.0
TXFB-201130,2666.566056332823
TXFB-201131,1990.63
TXFB-201132,1885.59
TXFB-201133,2418.81
TXFB-201134,1867.12
TXFB-201135,1873.34
TXFB-201136,548.92
TXFB-201137,1022.19
TXFB-201138,1965.54
TXFB-201139,2967.96
TXFB-201140,1336.18
TXFB-201141,2067.93
TXFB-201142,1534.89
TXFB-201143,814.41
TXFB-201144,3374.9
TXFB-201145,3064.02
TXFB-201146,735.48
TXFB-201147,2659.36
TXFB-201148,1542.74
TXFB-201149,3484.55
TXFB-201150,1407.2
TXFB-201151,1216.22
TXFB-201152,2203.67
TXFB-201153,3005.38
TXFB-201154,1077.56
TXFB-201155,2628.21
TXFB-201156,684.22
TXFB-201157,3256.8
TXFB-201158,743.22
TXFB-201159,3242.69
TXFB-201160,1972.42
TXFB-201161,1844.27
TXFB-201162,3419.92
TXFB-201163,3471.15
TXFB-201164,2450.53
TXFB-201165,881.36
TXFB-201166,2018.51
TXFB-201167,2087.49
TXFB-201168,2043.34
TXFB-201169,2208.48
TXFB-201170,556.17
TXFB-201171,2633.68
TXFB-201172,2637.18
TXFB-201173,846.41
TXFB-201174,2210.72
TXFB-201175,2205.08
TXFB-201176,2547.35
TXFB-201177,756.19
TXFB-201178,2379.51
TXFB-201179,1342.26
TXFB-201180,2021.01
TXFB-201181,2819.97
TXFB-201182,2616.94
TXFB-201183,856.71
TXFB-201184,2273.55
TXFB-201185,3407.35
TXFB-201186,970.31
TXFB-201187,3058.72
TXFB-201188,2607.64
TXFB-201189,2822.01
TXFB-201190,1345.87
TXFB-201191,1363.67
TXFB-201192,3218.06
TXFB-201193,1579.5
TXFB-201194,689.05
TXFB-201195,2301.79
TXFB-201196,874.45
TXFB-201197,2889.79
TXFB-201198,2425.24
TXFB-201199,3097.656617470464
TXFB-201200,2854.51
TXFB-201201,836.34
TXFB-201202,1643.21
TXFB-201203,2823.68
TXFB-201204,1752.02
TXFB-201205,3417.1
TXFB-201206,2707.22
TXFB-201207,546.5
TXFB-201208,3139.96
TXFB-201209,802.41
TXFB-201210,921.57
TXFB-201211,2703.48
TXFB-201212,3094.91
TXFB-201213,2109.05
TXFB-201214,1367.15
TXFB-201215,1553.95
TXFB-201216,1528.67
TXFB-201217,1480.03
TXFB-201218,1228.73
TXFB-201219,2326.6
TXFB-201220,3201.22
TXFB-201221,1421.25
TXFB-201222,1060.08
TXFB-201223,3015.73
TXFB-201224,2725.35
TXFB-201225,3292.51
TXFB-201226,916.3495761392983
TXFB-201227,932.75
TXFB-201228,2071.3460272228904
TXFB-201229,2343.3
TXFB-201230,1940.52
TXFB-201231,2296.9
TXFB-201232,1041.14
TXFB-201233,1938.84
TXFB-201234,2474.28
TXFB-201235,1712.7215784595714
TXFB-201236,2538.34
TXFB-201237,1853.57
TXFB-201238,1500.8
TXFB-201239,1410.82
TXFB-201240,1732.71
TXFB-201241,513.9097798786379
TXFB-201242,2505.58
TXFB-201243,3035.32
TXFB-201244,1563.88
TXFB-201245,638.1
TXFB-201246,3460.33
TXFB-201247,1291.09
TXFB-201248,879.86
TXFB-201249,1609.26
TXFB-201250,2715.67
TXFB-201251,1381.75
TXFB-201252,2224.11
TXFB-201253,1746.68
TXFB-201254,805.5188207587606
TXFB-201255,1490.86
TXFB-201256,2674.61
TXFB-201257,2336.01
TXFB-201258,859.34
TXFB-201259,989.97
TXFB-201260,2422.2
TXFB-201261,2940.25
TXFB-201262,1548.42
TXFB-201263,2285.93
TXFB-201264,1011.93
TXFB-201265,1434.13
TXFB-201266,560.81
TXFB-201267,2804.83
TXFB-201268,1703.03
TXFB-201269,2948.38
TXFB-201270,2625.12
TXFB-201271,2986.23
TXFB-201272,1356.98
TXFB-201273,1055.33
TXFB-201274,3415.72
TXFB-201275,2651.98
TXFB-201276,2979.224565421335
TXFB-201277,539.4
TXFB-201278,1563.38
TXFB-201279,2728.45
TXFB-201280,733.95
TXFB-201281,2202.02
TXFB-201282,1787.22
TXFB-201283,552.85
TXFB-201284,1207.93
TXFB-201285,1354.38
TXFB-201286,835.58
TXFB-201287,2394.61
TXFB-201288,1227.19
TXFB-201289,1332.86
TXFB-201290,3194.72
TXFB-201291,1901.37
TXFB-201292,1676.38
TXFB-201293,2671.61
TXFB-201294,3165.1244280777587
TXFB-201295,575.11
TXFB-201296,1844.72
TXFB-201297,2332.34
TXFB-201298,1455.69
TXFB-201299,2817.22
TXFB-201300,3414.43
TXFB-201301,3330.28
TXFB-201302,1297.95
TXFB-201303,1179.01
TXFB-201304,3372.47
TXFB-201305,1875.89
TXFB-201306,1124.89
TXFB-201307,2620.99
TXFB-201308,1353.26
TXFB-201309,1301.74
TXFB-201310,3137.75
TXFB-201311,987.44
TXFB-201312,693.18
TXFB-201313,1307.56
TXFB-201314,2320.84
TXFB-201315,869.26
TXFB-201316,1914.78
TXFB-201317,2382.01
TXFB-201318,3046.21
TXFB-201319,1189.61
TXFB-201320,2952.04
TXFB-201321,1204.72
TXFB-201322,2530.3
TXFB-201323,1792.02
TXFB-201324,844.04
TXFB-201325,2642.79
TXFB-201326,1153.29
TXFB-201327,1029.87
TXFB-201328,1574.97
TXFB-201329,2459.87
TXFB-201330,1201.99
TXFB-201331,1050.98
TXFB-201332,512.4580590388335
TXFB-201333,1914.93
TXFB-201334,1785.94
TXFB-201335,1201.6
TXFB-201336,660.96
TXFB-201337,1787.77
TXFB-201338,2864.62
TXFB-201339,2645.85
TXFB-201340,3082.38
TXFB-201341,528.75
TXFB-201342,3399.26
TXFB-201343,1524.24
TXFB-201344,3471.19
TXFB-201345,1257.86
TXFB-201346,1914.61
TXFB-201347,1561.78
TXFB-201348,1567.28
TXFB-201349,3026.85
TXFB-201350,2739.26
TXFB-201351,3476.45
TXFB-201352,2340.54
TXFB-201353,1889.77
TXFB-201354,770.22
TXFB-201355,3489.68
TXFB-201356,2154.59
TXFB-201357,2601.43
TXFB-201358,1720.23
TXFB-201359,2143.15
TXFB-201360,3327.73
TXFB-201361,999.26
TXFB-201362,1377.12
TXFB-201363,956.18
TXFB-201364,2876.65
TXFB-201365,686.14
TXFB-201366,744.89
TXFB-201367,1395.48
TXFB-201368,2042.56
TXFB-201369,1718.82
TXFB-201370,634.45
TXFB-201371,3372.47
TXFB-201372,3358.61
TXFB-201373,1338.07
TXFB-201374,2694.58
TXFB-201375,2235.73
TXFB-201376,1212.43
TXFB-201377,1286.51
TXFB-201378,1973.46
TXFB-201379,1757.71
TXFB-201380,1373.69
TXFB-201381,2922.53
TXFB-201382,1944.39
TXFB-201383,2464.54
TXFB-201384,1067.82
TXFB-201385,2100.52
TXFB-201386,1453.93
TXFB-201387,2079.24
TXFB-201388,2842.48
TXFB-201389,2806.74
TXFB-201390,1527.21163292789
TXFB-201391,2582.83
TXFB-201392,3323.87
TXFB-201393,2377.01
TXFB-201394,945.23
TXFB-201395,2539.13
TXFB-201396,814.71
TXFB-201397,3116.33
TXFB-201398,2049.98
TXFB-201399,1655.42
TXFB-201400,671.02
TXFB-201401,1642.35
TXFB-201402,3209.62
TXFB-201403,562.95
TXFB-201404,1923.94
TXFB-201405,3293.47
TXFB-201406,1646.3158262802876
TXFB-201407,1784.53
TXFB-201408,2235.68
TXFB-201409,1888.81
TXFB-201410,1005.81
TXFB-201411,555.67
TXFB-201412,2329.43
TXFB-201413,3262.42
TXFB-201414,819.09
TXFB-201415,1132.86
TXFB-201416,1610.69
TXFB-201417,2926.23
TXFB-201418,1307.78
TXFB-201419,3146.16
TXFB-201420,664.87
TXFB-201421,3322.87
TXFB-201422,2182.24
TXFB-201423,2476.33
TXFB-201424,1603.07
TXFB-201425,2845.98
TXFB-201426,999.7
TXFB-201427,646.74
TXFB-201428,1686.55
TXFB-201429,3061.09
TXFB-201430,2764.78
TXFB-201431,2051.47
TXFB-201432,2216.41
TXFB-201433,889.68
TXFB-201434,3022.04
TXFB-201435,2860.88
TXFB-201436,2469.41
TXFB-201437,1898.57
TXFB-201438,3393.38
TXFB-201439,3137.1
TXFB-201440,2433.29
TXFB-201441,1615.4
TXFB-201442,2354.07
TXFB-201443,2226.32
TXFB-201444,1621.5247416383704
TXFB-201445,1420.02
TXFB-201446,1721.03
TXFB-201447,2221.73
TXFB-201448,1784.4
TXFB-201449,1290.72
TXFB-201450,2782.89
TXFB-201451,2094.4
TXFB-201452,703.03
TXFB-201453,1604.95
TXFB-201454,3154.74
TXFB-201455,2765.71
TXFB-201456,1469.74
TXFB-201457,3314.55
TXFB-201458,729.81
TXFB-201459,3383.7
TXFB-201460,1209.3939127104873
TXFB-201461,527.28
TXFB-201462,1801.42
TXFB-201463,1576.91
TXFB-201464,2117.27
TXFB-201465,2890.32
TXFB-201466,3027.29
TXFB-201467,1703.69
TXFB-201468,1789.54
TXFB-201469,944.53
TXFB-201470,642.64
TXFB-201471,2423.64
TXFB-201472,693.31
TXFB-201473,2701.49
TXFB-201474,2117.27
